ID,Latitude,Longitude,Type
716150,34.072452,-117.925803,OR
716151,34.072274,-117.924923,OR
716152,34.072202000000004,-117.91796399999998,ML
716153,34.072356,-117.917965,ML
716154,34.072264000000004,-117.909076,OR
716155,34.072101,-117.908205,OR
716156,34.072249,-117.907159,OR
716157,34.072082,-117.906392,OR
716158,34.072105,-117.891295,OR
716159,34.072087,-117.889726,OR
716160,34.071847,-117.888507,OR
716161,34.072029,-117.882752,OR
716162,34.072002000000005,-117.880137,OR
716163,34.071814,-117.87979,OR
716164,34.071952,-117.87456,OR
716165,34.07172,-117.872992,OR
716166,34.071034999999995,-117.865957,OR
716167,34.070451,-117.86513,OR
716168,34.069881,-117.863508,OR
716169,34.069047,-117.862283,OR
716170,34.069037,-117.841455,OR
716171,34.068106,-117.83743,OR
716178,34.0639,-117.814349,OR
716181,34.067443,-117.801629,ML
716182,34.072518,-117.789858,OR
716183,34.072803,-117.785705,OR
716184,34.072978000000006,-117.784144,OR
716185,34.072839,-117.77926399999998,OR
716187,34.071766,-117.769758,ML
716188,34.071029,-117.761475,OR
716189,34.073286,-117.753978,OR
716190,34.075604,-117.74786,OR
716191,34.077146,-117.744573,OR
716192,34.079138,-117.739234,OR
716193,34.081731,-117.72793,ML
716195,34.081821000000005,-117.72163799999998,OR
716196,34.081722,-117.71693,OR
716197,33.960273,-117.855729,OR
716198,33.966993,-117.850185,OR
716199,33.971554,-117.846408,OR
716200,33.981951,-117.842186,OR
716201,33.988721000000005,-117.842841,OR
716203,34.059539,-117.804678,ML
716204,34.029636,-118.217534,OR
716205,34.02902,-118.216326,OR
716206,34.029065,-118.211497,ML
716207,34.029648,-118.199219,OR
716208,34.029608,-118.198629,OR
716209,34.03154,-118.190445,OR
716210,34.032146000000004,-118.183387,OR
716211,34.032661,-118.182471,OR
716213,34.034994,-118.173285,ML
716214,34.035886,-118.151414,OR
716215,34.035723,-118.151516,OR
716216,34.034219,-118.148257,OR
716217,34.034655,-118.148653,OR
716218,34.033066,-118.141975,OR
716219,34.03582,-118.095997,OR
716220,34.035853,-118.093489,OR
716221,34.036302,-118.092399,OR
716222,34.036512,-118.090626,OR
716223,34.039225,-118.081093,OR
716224,34.039747,-118.080226,OR
716225,34.041418,-118.066377,OR
716226,34.041255,-118.065153,OR
716227,34.041414,-118.06376000000002,OR
716228,34.041213,-118.062543,OR
716229,34.040308,-118.054105,OR
716230,34.039962,-118.05362,OR
716231,34.03958,-118.051399,OR
716232,34.039693,-118.05069,OR
716233,34.037915000000005,-118.040413,OR
716234,34.03742800000001,-118.039136,OR
716235,34.034890999999995,-118.029411,ML
716237,34.031123,-118.02136000000002,ML
716238,34.03138,-118.02126,ML
716239,34.02896,-118.012462,OR
716240,34.029247,-118.008439,OR
716241,34.012079,-117.980022,ML
716243,34.007034999999995,-117.965011,OR
716244,34.00782,-117.967088,OR
716245,34.006822,-117.963815,OR
716246,34.00598,-117.961572,OR
716249,33.997875,-117.934513,OR
716250,33.996934,-117.931728,OR
716251,33.997,-117.930655,OR
716252,33.996462,-117.928294,OR
716253,33.996291,-117.924633,ML
716254,33.996031,-117.924675,ML
716255,33.994319,-117.908132,OR
716256,33.994314,-117.904483,OR
716257,33.994073,-117.902914,OR
716258,33.994299,-117.890213,OR
716259,33.994085,-117.88949,OR
716260,33.994278,-117.887951,OR
716261,33.994021000000004,-117.886877,OR
716262,33.995905,-117.873496,OR
716263,33.99613,-117.870894,OR
716264,33.996748,-117.866957,OR
716265,33.998463,-117.856533,ML
716267,33.999995,-117.848226,OR
716268,34.000335,-117.84567,OR
716269,34.025038,-117.734229,OR
716270,34.024861,-117.730929,OR
716271,34.06708,-117.804144,ML
716272,33.872586,-118.289005,ML
716273,33.872636,-118.2812,ML
716274,33.872685,-118.27075,OR
716275,33.872471000000004,-118.27074,OR
716276,33.873537,-118.264071,OR
716279,33.873676,-118.251564,OR
716281,33.873339,-118.246168,OR
716282,33.873771999999995,-118.23715,OR
716283,33.87359,-118.236964,OR
716284,33.874114,-118.227251,OR
716285,33.873494,-118.219285,OR
716287,33.873361,-118.21321299999998,OR
716289,33.872905,-118.203748,OR
716290,33.872655,-118.203751,OR
716292,33.87619,-118.191575,OR
716294,33.876737,-118.184403,OR
716295,33.876997,-118.177986,ML
716296,33.876767,-118.177981,ML
716297,33.876459000000004,-118.1704,OR
716298,33.875898,-118.166089,OR
716299,33.876117,-118.161745,OR
716300,33.876265000000004,-118.158652,OR
716301,33.877134000000005,-118.152656,OR
716302,33.876929,-118.149691,OR
716303,33.877179,-118.143773,OR
716304,33.876989,-118.143077,OR
716305,33.877201,-118.142032,OR
716306,33.877024,-118.139428,OR
716307,33.8765,-118.132216,OR
716309,33.87605,-118.122915,OR
716310,33.87621,-118.126705,OR
716311,33.876731,-118.114918,ML
716312,33.876464,-118.114961,ML
716313,33.876234000000004,-118.10496100000002,ML
716314,33.876465,-118.104925,ML
716315,33.876317,-118.084773,OR
716316,33.876536,-118.084783,OR
716317,33.87657,-118.080438,OR
716318,33.876324,-118.080425,OR
716319,33.876358,-118.074686,OR
716320,33.876583000000004,-118.075397,OR
716321,33.876366,-118.070702,OR
716322,33.876613,-118.071914,OR
716323,33.876119,-118.065686,OR
716325,33.866819,-118.050661,OR
716328,34.067067,-118.254688,ML
716330,34.06933,-118.259931,OR
716331,34.070002,-118.262279,ML
716332,34.071462,-118.265891,OR
716333,34.072657,-118.268106,OR
716334,34.074945,-118.273396,OR
716335,34.074797,-118.273463,OR
716336,34.076926,-118.280908,OR
716337,34.077518,-118.282724,ML
716338,34.115919,-117.824413,OR
716339,34.078365000000005,-118.288977,ML
716340,34.08113400000001,-118.29347,OR
716341,34.082786,-118.297762,OR
716342,34.085801000000004,-118.301771,OR
716343,34.085657,-118.301901,FR
716344,34.089949,-118.306085,OR
716345,34.090089,-118.305929,FR
716346,34.094618,-118.310464,OR
716347,34.094488,-118.310649,FR
716348,34.096382,-118.313222,OR
716349,34.099575,-118.315495,OR
716351,34.104365,-118.323801,OR
716352,34.105922,-118.327165,OR
716353,34.106229,-118.328138,OR
716355,34.115601,-118.33666,OR
716356,34.129746999999995,-118.348132,OR
716358,34.134933000000004,-118.358849,OR
716359,34.139643,-118.365139,ML
716360,34.139513,-118.36535,OR
716362,34.147296999999995,-118.371049,OR
716363,34.151437,-118.374683,OR
716364,34.154581,-118.381115,OR
716365,34.154314,-118.394541,OR
716366,34.156627,-118.412272,OR
716367,34.156828999999995,-118.415379,OR
716368,34.156121,-118.44689,OR
716369,34.15746,-118.450006,OR
716370,34.159347,-118.461778,OR
716371,34.165132,-118.474715,OR
716372,34.171285,-118.520359,OR
716373,34.171531,-118.531109,OR
716374,34.173406,-118.538066,OR
716375,34.173426,-118.550079,OR
716376,34.17368,-118.555198,OR
716377,34.172374,-118.570043,OR
716378,34.171556,-118.573031,OR
716379,34.167855,-118.586613,OR
716380,34.168519,-118.590528,OR
716381,34.16912,-118.595733,OR
716382,34.17043,-118.60432,OR
716383,34.170677000000005,-118.606564,OR
716384,34.170894,-118.607747,OR
716385,34.169734000000005,-118.611241,OR
716386,34.162351,-118.629794,OR
716387,34.159836,-118.636043,OR
716388,34.158544,-118.640131,OR
716389,34.1544,-118.649487,OR
716390,34.149135,-118.672472,ML
716391,34.151032,-118.680765,ML
716392,34.148836,-118.697394,ML
716395,34.138582,-118.720114,OR
716397,34.138071999999994,-118.726233,OR
716399,34.145654,-118.759052,OR
716400,34.146952,-118.779156,OR
716402,33.931618,-118.39443500000002,ML
716403,33.931132,-118.389223,OR
716404,33.931388,-118.389223,ML
716405,33.931349,-118.382283,ML
716406,33.929815999999995,-118.373757,OR
716407,33.93015,-118.373771,ML
716409,33.932384000000006,-118.3602,ML
716410,33.933294000000004,-118.351898,OR
716411,33.932736,-118.3484,OR
716412,33.930073,-118.344285,OR
716413,33.926558,-118.338643,ML
716414,33.924911,-118.33553700000002,ML
716415,33.925127,-118.330354,OR
716416,33.924855,-118.32862,OR
716417,33.925436,-118.325192,OR
716418,33.925162,-118.323479,OR
716419,33.925238,-118.313092,ML
716420,33.925579,-118.313116,ML
716421,33.926392,-118.304528,ML
716422,33.926753999999995,-118.304542,ML
716423,33.928605,-118.29615,OR
716424,33.928424,-118.29444,ML
716426,33.928915,-118.285761,ML
716427,33.927890999999995,-118.273645,ML
716428,33.928261,-118.273648,ML
716431,33.927305,-118.266557,ML
716433,33.927289,-118.263121,ML
716434,33.927654,-118.263124,ML
716435,33.92794,-118.256279,OR
716436,33.928141,-118.252891,OR
716437,33.928838,-118.244115,ML
716438,33.928223,-118.240518,OR
716439,33.928184,-118.233573,OR
716440,33.929161,-118.226832,ML
716441,33.929479,-118.226883,ML
716442,33.929098,-118.220055,ML
716443,33.929386,-118.220032,ML
716444,33.926113,-118.212249,OR
716445,33.924777,-118.209134,OR
716446,33.923784999999995,-118.207757,OR
716447,33.922422,-118.20466,OR
716448,33.921331,-118.201425,ML
716449,33.917731,-118.194032,ML
716450,33.918043,-118.193865,ML
716453,33.911105,-118.174619,ML
716454,33.911423,-118.174572,OR
716455,33.911194,-118.169366,OR
716456,33.91131,-118.164179,ML
716457,33.911652000000004,-118.164198,ML
716458,33.912001000000004,-118.157276,OR
716459,33.912440999999994,-118.155588,ML
716460,33.912739,-118.148633,ML
716461,33.913022999999995,-118.148672,ML
716462,33.9129,-118.143428,OR
716463,33.913204,-118.143449,OR
716464,33.91291,-118.138216,OR
716466,33.912952000000004,-118.131271,ML
716467,33.913234,-118.12779,OR
716468,33.91319,-118.122603,OR
716470,33.913689,-118.113948,ML
716471,33.914009,-118.113945,ML
716473,33.758627000000004,-118.28954,OR
716474,33.772948,-118.279693,OR
716475,33.780640000000005,-118.280253,OR
716476,33.791949,-118.282519,OR
716477,33.807904,-118.287726,OR
716478,33.82907,-118.28727,OR
716479,33.845433,-118.285155,OR
716480,33.863231,-118.284914,OR
716481,33.865396000000004,-118.285083,ML
716484,33.884861,-118.285153,ML
716485,33.884865999999995,-118.28555,ML
716486,33.892333,-118.28548899999998,OR
716487,33.890677000000004,-118.285802,OR
716488,33.899562,-118.286804,OR
716489,33.903061,-118.2864,OR
716490,33.90698,-118.286419,ML
716491,33.906991,-118.286756,ML
716492,33.914535,-118.286578,OR
716493,33.915926,-118.285841,OR
716494,33.919393,-118.284015,ML
716495,33.919346000000004,-118.283589,ML
716496,33.93561,-118.27973,OR
716498,33.947463,-118.279359,OR
716499,33.951161,-118.279899,ML
716500,33.95115,-118.280258,ML
716501,33.958618,-118.280545,OR
716502,33.958616,-118.281057,OR
716503,33.960648,-118.280531,OR
716504,33.962692,-118.280984,OR
716507,33.968834,-118.280651,FR
716508,33.976848,-118.280643,OR
716509,33.968828,-118.28101,OR
716510,33.987824,-118.280807,OR
716511,33.989159,-118.28023799999998,OR
716512,33.998622,-118.280613,OR
716513,33.998609,-118.280951,FR
716514,34.002226,-118.28122,OR
716515,34.006152,-118.280854,OR
716516,34.009215000000005,-118.281288,OR
716517,34.010617,-118.28078700000002,OR
716518,34.037093,-118.274088,OR
716520,34.040612,-118.27373,OR
716521,34.04828,-118.266145,OR
716523,34.055433,-118.256754,OR
716524,34.068002,-118.238015,OR
716526,34.074472,-118.233103,OR
716527,34.277998,-118.606079,OR
716528,34.277217,-118.60339,OR
716529,34.273354,-118.588108,OR
716530,34.273553,-118.588111,OR
716531,34.272684000000005,-118.558209,OR
716532,34.272223,-118.555464,OR
716533,34.274745,-118.538826,OR
716534,34.275083,-118.535822,OR
716535,34.27815,-118.504149,OR
716536,34.277904,-118.503383,OR
716537,34.277556,-118.498886,OR
716538,34.273127,-118.491528,OR
716540,34.268987,-118.485999,OR
716543,34.153063,-118.359904,OR
716544,34.154195,-118.343722,OR
716545,34.153625,-118.327063,OR
716546,34.154022999999995,-118.324031,OR
716547,34.154816,-118.311893,OR
716548,34.155121,-118.309741,OR
716550,34.155640000000005,-118.29597,OR
716551,34.154235,-118.274159,ML
716552,34.154438,-118.272455,OR
716553,34.155877000000004,-118.266072,OR
716554,34.156198,-118.265345,ML
716555,34.156458,-118.262159,OR
716556,34.156268,-118.25012,OR
716557,34.156447,-118.245195,OR
716558,34.155839,-118.242691,OR
716559,34.15489,-118.240354,OR
716560,34.148123,-118.229499,OR
716561,34.146882,-118.227103,OR
716562,34.142674,-118.184801,OR
716563,34.142229,-118.18445,OR
716564,34.142896,-118.172193,OR
716565,34.144583000000004,-118.1678,OR
716567,34.148278000000005,-118.15778799999998,OR
716568,34.171634000000005,-118.388333,OR
716569,34.17873400000001,-118.394967,OR
716570,34.185249,-118.400787,OR
716571,34.19999,-118.403413,ML
716572,34.219986,-118.409792,OR
716573,34.222738,-118.410536,ML
716574,34.23061,-118.410097,OR
716575,34.182539,-118.171545,OR
716576,34.179921,-118.167405,OR
716577,34.174756,-118.160407,OR
716578,34.176272999999995,-118.161942,OR
716579,34.164368,-118.158093,OR
716580,34.160546000000004,-118.158748,OR
716582,34.15225,-118.154678,OR
716583,34.152218,-118.14821,OR
716585,34.151691,-118.142523,OR
716586,34.15195,-118.13555,OR
716587,34.151658000000005,-118.12944,OR
716588,34.152357,-118.123714,OR
716589,34.152187,-118.117782,OR
716590,34.152301,-118.109239,OR
716591,34.1527,-118.102255,OR
716592,34.152727,-118.09806299999998,OR
716593,34.151406,-118.091041,OR
716594,34.148074,-118.08377,OR
716595,34.147621,-118.079037,OR
716596,34.148737,-118.071321,OR
716597,34.148823,-118.069206,OR
716598,34.148522,-118.068683,OR
716599,34.148876,-118.066773,OR
716600,34.148554,-118.064055,OR
716601,34.14889,-118.055903,OR
716602,34.148916,-118.052166,OR
716603,34.148636,-118.048053,OR
716604,34.148355,-118.034499,OR
716605,34.146752,-118.029146,OR
716606,34.135219,-117.979798,OR
716607,34.129595,-117.935,OR
716608,34.130142,-117.932676,OR
716609,34.12721,-117.917059,OR
716610,34.120999,-117.908877,OR
716611,34.120813,-117.90718,OR
716612,34.121161,-117.896071,OR
716613,34.120839000000004,-117.874498,OR
716614,34.120655,-117.871352,OR
716615,34.117701000000004,-117.847619,OR
716616,34.117595,-117.844142,OR
716617,33.791829,-118.100867,OR
716619,33.794536,-118.10487,OR
716620,33.796718,-118.107431,OR
716621,33.800308,-118.112651,OR
716622,33.802431,-118.115997,OR
716623,33.802629,-118.12381,OR
716624,33.802865000000004,-118.128314,OR
716625,33.802649,-118.128338,OR
716626,33.802703,-118.13339,ML
716628,33.803094,-118.137329,OR
716629,33.805639,-118.141821,OR
716630,33.806208000000005,-118.144497,OR
716631,33.806090000000005,-118.145126,OR
716632,33.807173,-118.150983,ML
716634,33.811173,-118.161074,OR
716635,33.812037,-118.162485,OR
716636,33.813266,-118.166414,OR
716637,33.813053000000004,-118.166482,OR
716638,33.813802,-118.168227,OR
716639,33.814193,-118.176143,OR
716640,33.814415999999994,-118.17753799999998,OR
716641,33.814996,-118.183577,OR
716642,33.814807,-118.183838,OR
716643,33.815698,-118.186295,OR
716644,33.81675300000001,-118.18802,FR
716645,33.818022,-118.190184,OR
716646,33.819612,-118.191829,OR
716647,33.824899,-118.20179,OR
716649,33.825614,-118.215047,OR
716650,33.825332,-118.215513,OR
716651,33.825229,-118.225244,OR
716652,33.825518,-118.226232,OR
716653,33.825976000000004,-118.240051,OR
716654,33.825757,-118.24005,OR
716655,33.830851,-118.255253,OR
716656,33.832936,-118.25697,OR
716657,33.840128,-118.26431200000002,OR
716658,33.840237,-118.264144,OR
716659,33.845809,-118.269724,ML
716660,33.847883,-118.272889,ML
716661,33.852707,-118.279831,OR
716663,33.858551,-118.287766,ML
716664,33.859338,-118.289828,OR
716665,33.859963,-118.298466,OR
716666,33.859717,-118.298546,OR
716667,33.859955,-118.307741,OR
716668,33.85998,-118.31095,OR
716670,33.862176,-118.318174,ML
716671,33.86453,-118.3259,OR
716672,33.864701000000004,-118.327312,OR
716674,33.867121999999995,-118.335344,ML
716675,33.871474,-118.341378,OR
716676,33.873958,-118.342856,OR
716678,33.878338,-118.345949,OR
716680,33.884045,-118.351506,OR
716681,33.885033,-118.353285,OR
716682,33.89032,-118.360662,OR
716683,33.890483,-118.360485,OR
716684,33.891265999999995,-118.361985,OR
716685,33.8919,-118.362464,OR
716686,33.90085,-118.370549,OR
716687,33.900921000000004,-118.370315,OR
716688,33.903819,-118.370313,OR
716689,33.906863,-118.370302,ML
716691,33.91767,-118.370052,OR
716692,33.918874,-118.36955,OR
716693,33.921786,-118.369125,OR
716694,33.921751,-118.368902,ML
716695,33.952042,-118.369045,OR
716696,33.951752,-118.368991,OR
716697,33.961638,-118.36932,OR
716698,33.963205,-118.369661,OR
716699,33.965086,-118.370528,OR
716700,33.971543,-118.377669,OR
716701,33.971707,-118.377522,OR
716709,33.998479,-118.407756,OR
716710,34.004889,-118.412552,OR
716712,34.010121000000005,-118.416943,OR
716713,34.010379,-118.41687,OR
716714,34.018964000000004,-118.42366,ML
716715,34.026631,-118.430023,OR
716716,34.02672800000001,-118.429807,FR
716717,34.038204,-118.439159,OR
716719,34.042214,-118.442698,ML
716720,34.042287,-118.44249,ML
716721,34.046105,-118.44607,OR
716722,34.047963,-118.44737,OR
716723,34.052401,-118.449849,OR
716724,34.055946,-118.452118,OR
716725,34.056927,-118.453241,OR
716727,34.072379999999995,-118.466123,OR
716728,34.073269,-118.467097,OR
716729,34.077939,-118.470493,OR
716731,34.095833,-118.476524,OR
716732,34.096057,-118.47685,OR
716733,34.110479999999995,-118.48148799999998,ML
716735,34.120834,-118.480151,OR
716736,34.125144,-118.47636,OR
716738,34.133767,-118.472292,ML
716739,34.141958,-118.471286,ML
716740,34.146041,-118.470721,FR
716741,34.146041,-118.470721,OR
716742,34.159355,-118.463521,OR
716743,34.150296999999995,-118.468373,OR
716744,34.155321,-118.468529,OR
716745,34.172831,-118.467569,OR
716746,34.188192,-118.474075,OR
716747,34.199504,-118.473939,OR
716748,34.202228000000005,-118.473512,OR
716749,34.202543,-118.473233,OR
716750,34.220042,-118.473313,OR
716751,34.222978999999995,-118.473083,OR
716752,34.234235,-118.473205,OR
716753,34.237367,-118.472933,OR
716754,34.255035,-118.472413,OR
716755,34.256625,-118.472419,OR
716756,33.809588,-118.081304,OR
716758,33.830383000000005,-118.083453,OR
716759,33.832657,-118.084601,OR
716760,33.838278,-118.087885,ML
716761,33.844957,-118.091715,OR
716762,33.84679000000001,-118.092752,OR
716763,33.857321,-118.09579,OR
716764,33.859308,-118.096265,OR
716767,34.107022,-117.821888,OR
716768,33.830177,-118.08363,OR
716769,33.832579,-118.084831,OR
716771,33.844875,-118.091947,OR
716772,33.846711,-118.092994,OR
716773,33.857271000000004,-118.09599,OR
716774,33.859402,-118.096491,OR
716775,33.866067,-118.098862,ML
716776,33.87427,-118.101893,ML
716778,33.881753,-118.104077,ML
716779,33.886247999999995,-118.104435,OR
716780,33.886691,-118.104261,OR
716781,33.888287,-118.10455,OR
716782,33.888878000000005,-118.104376,OR
716784,33.894296999999995,-118.104669,ML
716785,33.900526,-118.105238,OR
716786,33.902261,-118.105349,OR
716787,33.902407000000004,-118.105114,OR
716788,33.903565,-118.10513,ML
716790,34.094818,-117.819726,FR
716791,33.916153,-118.104585,OR
716792,33.917606,-118.104793,OR
716793,33.923989,-118.104406,OR
716794,33.926206,-118.1036,OR
716795,33.935212,-118.099885,OR
716797,33.942967,-118.095825,ML
716798,33.951332,-118.090846,OR
716799,33.950974,-118.091381,OR
716800,33.958124,-118.087014,ML
716802,33.966467,-118.083807,OR
716804,33.972515,-118.080722,OR
716805,33.972857,-118.08033600000002,OR
716806,33.974742,-118.079877,OR
716807,33.979377,-118.077076,OR
716808,33.980513,-118.076242,FR
716810,33.985594,-118.07201200000002,ML
716811,33.992205,-118.069649,OR
716812,33.992148,-118.069414,OR
716813,33.994073,-118.069196,OR
716814,33.994533000000004,-118.068855,OR
716815,34.004272,-118.064134,OR
716817,34.004792,-118.06351399999998,OR
716818,34.005361,-118.06248,OR
716819,34.009316,-118.057906,ML
716821,34.01717,-118.05398,OR
716822,34.017016,-118.053825,FR
716823,34.018698,-118.051437,OR
716824,34.01886,-118.051593,FR
716825,34.026807,-118.038666,OR
716827,34.028108,-118.035925,OR
716828,34.028263,-118.03606299999998,OR
716829,34.030914,-118.031047,ML
716831,34.052972,-118.005179,OR
716832,34.051776000000004,-118.005858,OR
716833,34.05556,-118.003436,OR
716834,34.053746000000004,-118.00446399999998,ML
716837,34.079858,-117.997784,OR
716838,34.089665000000004,-117.99394,OR
716839,34.093924,-117.988767,OR
716841,34.114761,-117.977832,ML
716842,34.11687,-117.975459,OR
716843,33.848403999999995,-118.20545,OR
716844,33.849095,-118.205202,OR
716845,33.861086,-118.200442,OR
716846,33.864017,-118.19821,OR
716847,33.877433,-118.192776,ML
716849,33.887504,-118.18958,OR
716850,33.891258,-118.18823,OR
716851,33.9026,-118.18619,OR
